Target	AverageTargetDepthAcrossHSP	max100AverageTargetDepth
Mex_NM_000193_Contig_1|SHH|8	3.41329887692667	4.79203531627149
Mex_NM_000519_Contig_6|HBE1|11	4.61964274529357	5.75384501121527
Mex_NM_000785_Contig_3|CYP27B1|6	2.55664812769372	2.95921268053655
Mex_NM_001028_Contig_1|RPS25|6	1.5884500425387	1.88071064429577
Mex_NM_003282_Contig_3|TNNI2|6	4.89487250354183	6.73026482299345
Mex_NM_005520_Contig_11|HNRNPH1|6	12.6178576300799	14.0715710284479
Mex_NM_005888_Contig_1|SLC25A3|6	0.673644696268944	0.929026205310541
Mex_NM_005969_Contig_2|NAP1L4|6	20.0532996264017	23.7799175021593
Mex_NM_012083_Contig_1|FRAT2|11	0.533717444634795	1.0048264328096
Mex_NM_018068_Contig_1|PIWIL2|8	5.7970068780873	5.96685288883236
Mex_NM_019610_Contig_22|RBMX|8	2.29683940303855	3.07020490683082
Mex_NM_024042_Contig_1|METRN|6	0.899013655127094	1.49654811957645
Mex_NM_031369_Contig_11|HNRNPD|8	4.42525152338066	5.39193207223109
Mex_NM_033051_Contig_1|SLC46A2|11	4.82092479661234	5.57045997297
Mex_NM_058242_Contig_135|KRT76|7	16.7402300382537	17.9238709123037
Mex_Nohits_3203_Contig_1|SYNC|8	2.6060463417638	3.44934175431745
Tig_NM_002386_Contig_1|E5A8|OPA	5.58554053250286	7.68372650136873
Tig_NM_003452_Contig_1|E24C3|OPA	18.124688637529	33.4955690641463
contig00003|E19A4|OPA	12.613540164167	15.3680791774806
contig00061|TTN|8	10.5593932413019	12.0989087196683
contig01346|E20C7|OPA	12.7969556306204	15.3990884098662
contig03967|E7E8|OPA	14.1285259092589	17.5862664070905
contig04743|E20E5|OPA	12.9556144201831	15.6569070366496
contig05907|E21E4|OPA	13.9020645817835	16.2617921578202
contig06937|E18G2|OPA	33.5562564404989	37.3034935292309
contig07102|E15A1|OPA	7.83047579758623	9.81706515716509
contig100034|ITGB1BP1|6	13.3915445604325	16.1193253793268
contig100104|MPHOSPH6|2	12.6598147946175	15.2993953269055
contig1003594|ST6GALNAC3|11	8.02887865813739	8.64388293523927
contig100772|PSMB3|8	5.88771251317149	6.53785133977328
contig100786|SACS|12	4.68048634410277	5.31225677115073
contig100795|PIK3R2|9	5.45606277026653	6.04716984853818
contig100813|PIK3R1|2	6.25373150020749	6.96891168314309
contig100823|UGGT1|5	3.62628332626809	3.92025580306709
contig100832|TSPAN15|6	0.719978611877481	0.931372496377628
contig100859|TFPI|12	9.15541754488636	12.1191221279813
contig100879|AP3B2|8	7.12271186387736	8.44828376995291
contig100887|ANKRD11|11	8.60256468513874	10.2026563624158
contig100896|MYH1|5	66.925493541471	77.0793719442449
contig100924|PRIC285|11	2.47760787409559	3.15570592085009
contig100931|TTLL12|6	6.86786205882601	7.3071304622653
contig100960|B4GALT3|11	10.5063528507036	12.3260031511133
contig100976|SNX13|3	9.25868687763771	10.4712233687651
contig100985|AIFM3|11	5.19048032152179	5.70635906980254
contig101005|APRT|8	10.3261202848851	13.1757794014469
contig101012|TMEM165|6	6.54037681551648	7.90646800068164
contig101023|PLEKHM2|6	4.78853202168374	5.50899681278117
contig101030|DPP3|11	12.0062586193684	14.1679539410164
contig101039|GTF2I|7	5.60206047760268	6.27499982034254
contig101056|PACRG|9	23.6512291672622	25.8408498685778
contig101066|RCBTB1|6	3.02330404524998	3.51500247843609
contig101087|MAT2A|6	3.8716982042895	5.06380329951382
contig101093|UHRF2|8	9.93434375872079	11.6148937413313
contig101239|NR4A1|11	2.91609333683329	3.69430088901742
contig1013065|RPL18|8	2.12592717947685	2.52409585142708
contig101309|UNC93B1|6	7.84633113105894	8.41446277024636
contig101337|KIF20B|12	10.798854671561	14.1866154676324
contig101346|CASP5|6	6.8998834081421	7.88242072670527
contig101408|HEXB|8	3.55376266381037	3.86508674988564
contig101425|CEP19|3	9.18985033541327	10.5013719209804
contig101438|POU2F1|6	2.71316710974196	3.02416615193509
contig101527|C12orf51|9	8.99773834521738	9.940611281871
contig101543|LUC7L2|11	3.79367722526983	4.25182874378745
contig101569|POLK|8	9.25414841093618	9.84298742192018
contig101614|SENP5|8	9.92674906265875	12.1558920691178
contig101632|PIGL|12	12.6340389762677	15.7621237391702
contig101654|POLA2|8	7.51117998354909	7.62600474145346
contig101661|E7C7|OPA	9.7846111975021	11.92611032922
contig101724|CDC16|2	6.70495959668864	7.11302364416564
contig101984|TMEM213|11	4.46047409827767	5.49004346850273
contig102182|PDLIM3|6	5.30713400907556	5.93016283728655
contig102193|PHB|6	9.05262055797936	12.7039473839815
contig102247|TAMM41|6	3.770129439045	4.62251539035927
contig102419|DNAJC27|6	4.01103424162058	4.79878954116891
contig102622|MRPL27|8	5.74903430973697	6.657797214566
contig1027454|MTUS2|8	4.22769898107834	4.92241313134527
contig1028088|E7G10|OPA	12.7132984489071	14.816340147322
contig1029026|ITGB6|6	1.05115843788661	1.49158982898077
contig102910|CMBL|8	10.8673584274071	11.8483622502096
contig102948|STX3|3	2.56908071307445	2.75899005022113
contig102955|AGPHD1|8	7.98325071845227	10.0883073183935
contig1031606|ATP11C|9	7.68510691351447	8.30068834166214
contig103686|MED28|8	4.73339306322854	5.28483767741164
contig104432|NUPL1|8	10.7091374367212	12.7753739730745
contig104441|KIAA1324L|6	1.69200879827051	1.767484921106
contig104451|HIP1R|8	2.03970978718362	2.23751262885309
contig104468|ANKRD1|8	0.727467586633333	0.881692299013091
contig104501|SPC24|11	21.0952495496477	24.9377064855636
contig104503|MRPL40|8	11.1738519795932	13.5204190692056
contig104539|TALDO1|11	2.91340241714253	3.5493892854069
contig104602|HSD17B10|6	9.68295257761735	12.6499700992353
contig104657|PCMT1|12	9.29339439528296	9.67637638094374
contig104666|CISD1|8	13.6398706537925	17.5705969287069
contig104674|EIF4E2|1	8.844763383453	9.49915755325855
contig104743|COX5A|8	0.854983735863726	1.28726185348236
contig104751|NUB1|8	5.16578260952465	5.77019640086873
contig104873|ZDHHC3|7	11.8162404608521	13.8870755766124
contig104883|KDM2B|7	3.47955860013351	4.01529055525836
contig104904|PTPRE|6	5.25113056965111	5.74444744900182
contig104915|SH3BP5|8	4.43769729986183	5.18609859469109
contig104919|PRKCSH|8	4.82363574491948	4.96079205399291
contig104944|TTC31|12	0.635746770037273	0.767801562275487
contig104959|SYTL5|6	9.40701310996858	11.7971073976355
contig104967|KHDRBS1|8	4.55162306502305	6.43000370883698
contig105042|PKIA|11	4.21554084398572	5.30567749155182
contig105098|CDH18|6	7.87173162145668	9.78573270667527
contig105172|EIF3M|2	10.5336998505021	11.0854270749648
contig105176|PTS|11	17.99270110106	22.7012941760395
contig105227|RNF220|6	9.5764429042694	11.9343906694296
contig105256|DCTN6|3	11.7850501316643	11.9309055782633
contig105375|NAT9|8	4.1203315693227	4.79767031678127
contig105584|XPO4|6	15.5758516620855	18.0252855675493
contig105591|XIRP2|12	11.2914612819733	13.6470228338573
contig105632|KPNA4|3	17.2633065851199	19.881195871476
contig105650|ACO1|6	10.2442700173706	12.0948085905415
contig105655|COPA|8	8.61494838872109	9.86253264276273
contig105776|C12orf43|9	8.10589664998954	9.51787705218436
contig105928|HSPE1|6	15.5678183171865	16.6623487592053
contig106313|VCAN|11	5.1176120365668	6.32918676108509
contig106323|KDM5A|11	8.81050105505498	11.5848009101407
contig106335|TMEM43|6	4.50105054541696	5.72551045017691
contig106347|DYSF|6	0.322015993380214	0.360328010777811
contig106371|FARSB|6	5.03489550449972	7.26415921679527
contig106384|TES|11	6.78153418876859	7.99495778749873
contig106393|OGT|6	5.50275532218538	6.50945592583346
contig106399|CHD6|11	11.1036058514838	13.7670435696235
contig106418|CEP170|6	11.6253958557517	15.3851390086578
contig106433|SLC7A1|7	8.81029277244857	10.7641723233249
contig106441|KPNB1|6	10.7060246360453	12.2212837864971
contig106456|MAPRE2|11	5.38037380038732	6.03673261652364
contig106464|DES|8	4.42199702008035	5.56496844736836
contig106487|RNF8|6	11.3010025296448	14.5444004930404
contig106521|CMKLR1|12	12.8633497451352	15.9784231323787
contig106537|MIER3|7	8.08112427350802	8.66017950486465
contig106545|MYO10|12	11.0936826605586	14.2714771025035
contig106553|SDF4|11	8.28825876549121	10.8581157455996
contig106569|MTMR14|11	7.46493703198813	9.42236156494218
contig106609|KITLG|11	5.82302755163282	6.36502805704309
contig106631|WDR45L|3	11.0915329662555	12.3944869314189
contig106641|TP53RK|6	8.88927987506759	10.7319157739664
contig106665|DNAJB6|6	6.72767319076579	6.84232017389364
contig106719|OGFOD2|8	15.2822426094493	17.1317274302507
contig106732|NUSAP1|8	2.23760652087602	2.32628223535398
contig106755|FAM18B1|4	5.70300119491196	6.047880357788
contig106762|FAM172A|8	6.00164847837166	7.35061891134945
contig106823|CCT5|6	4.92039272296075	5.76585005907891
contig106905|TMEM205|11	0.667345849687727	0.800312140526
contig106994|ZC3H7B|8	3.94921682901655	4.50365769095636
contig106999|GNG11|6	10.9616683190912	12.2621898534791
contig107039|GNMT|3	3.89033504587557	4.13729930263838
contig107068|FGF18|6	4.09669899152937	4.92226473514
contig107111|MEAF6|4	9.86360677849819	10.1585011231362
contig107147|C1orf123|8	17.1857690108939	20.5990967399189
contig107232|MPND|11	3.19961955860391	3.76752002009127
contig107241|NDUFAF1|6	5.1199054036297	6.14878216205577
contig107255|RUNX1|6	9.09840024679158	11.4803758623482
contig107274|ASMTL|7	13.4153459817755	16.5067364596045
contig107295|TXNDC15|8	10.1395758048704	12.3391338660293
contig107377|NSMCE1|8	2.34316889664501	2.47179261013255
contig107407|C5orf51|11	14.09424237089	17.669623118092
contig107423|LYAR|11	12.1893512021546	14.1254184501153
contig107439|RSU1|8	6.19209188309937	7.32213413077909
contig107670|KCNE3|11	2.72579040311342	3.27619803738582
contig107703|TIMM22|11	11.2824107294094	19.3159640475716
contig107727|MRPS18A|6	7.04761006494959	9.62575638230909
contig107818|TCEB1|8	11.5330726645924	14.0076683693747
contig108330|GOLM1|8	7.11834180839232	8.54263952671182
contig108349|ALDH3A1|11	3.89469054373027	4.64197334605327
contig108351|ATF7IP|8	4.71316918652697	7.18370761022564
contig108369|MFSD6|8	9.46955741862914	11.1965434988856
contig108395|SEC31A|8	4.7659404207769	5.32148240511618
contig108400|LGALS3BP|11	9.12922248476197	10.2875550380882
contig108410|MCOLN1|6	1.71224339990895	1.85515775706877
contig108415|SMPDL3A|11	12.0450978195478	14.2563053600164
contig108434|VMP1|8	8.9460081033782	11.2883275141571
contig108439|INSR|6	4.89018893401404	6.17360151525036
contig108447|C3orf70|6	3.75335243421527	4.50638141797945
contig108472|STAG2|3	8.41706125872736	9.32081151039036
contig108497|PPIG|8	8.09448532318134	8.73862895686236
contig108519|FXR1|3	8.90695909260708	9.09890727238055
contig108551|TXNRD1|3	2.69322984276573	2.92858801485829
contig108569|PACSIN3|5	2.27541462372405	2.4156531023801
contig108580|DLG1|11	8.30605192761061	9.15522808994905
contig108591|TOMM40L|6	6.61211852364303	7.73961072090564
contig108643|UAP1|11	2.71901134507746	3.4094295012242
contig108663|ARHGAP27|11	9.19268632271115	11.1151322351542
contig108718|GDAP1|8	10.7252424844214	12.5588527853055
contig108720|TMEM106B|6	4.615024674035	5.39510911351334
contig108752|ITM2B|8	9.09407114976868	10.9093073829409
contig108933|SEC16A|11	4.00333781263849	4.81835117396625
contig109012|ING1|6	14.2053775087767	16.6534614144267
contig109060|CPA3|11	14.4140179550058	17.0915723855114
contig109066|SEC22A|11	14.0770580295805	17.6138060102622
contig109154|ATP5J|11	19.0284602649426	22.633145434526
contig109283|CCDC103|11	10.0322902614362	12.5633942427342
contig109357|FCHO1|11	2.91920546881667	3.47233698346855
contig109369|SURF6|8	7.91467216408417	9.43584041222673
contig109394|BOD1|11	7.09508451550735	7.30548103275982
contig109523|ANKRD46|6	4.36948541945012	5.4784588426563
contig109576|DIP2A|6	5.22986908181031	5.39861503146382
contig109633|SNRPA1|6	12.5346868728385	14.3914491218149
contig109679|FAM120B|11	11.5005277901346	13.2158235824542
contig109779|EXOSC8|11	22.3716194249103	26.1361163345438
contig109834|SNRPB2|6	11.5555189254595	12.9345625396627
contig109879|C16orf87|11	10.7769433918132	12.7938745617369
contig109995|NUDT14|11	7.63694449626388	9.09366603016309
contig110057|DCUN1D5|1	10.2222210839146	11.9767841437367
contig110178|GPX4|8	8.40718403450969	9.79962833049127
contig110194|NDUFAF4|11	8.56788570866399	9.51263856155612
contig110641|TMEM60|8	5.63307418797725	6.64937565011527
contig110817|CGA|8	1.29088733487076	1.5597726695281
contig110824|MIF|8	4.0373018162891	4.56023015570214
contig110866|FABP6|8	29.5008860124697	33.3379371788049
contig111066|NDUFA12|6	7.08446029897204	9.08597652501964
contig111185|FBXO11|1	7.1318997321071	7.42760630250055
contig111232|POM121C|11	9.93980506165635	11.0483088356447
contig111242|DSP|12	10.4926632387782	12.6020460423093
contig111263|ERI3|8	6.45943256966692	8.00415195329236
contig111280|TNC|6	1.88849778024072	2.0649598143513
contig111297|KATNB1|11	13.2116489768396	16.0319437638349
contig111304|NT5DC2|8	4.09206534380606	4.11379537434102
contig111319|VWA5A|11	2.45783086592614	2.77807790401218
contig111343|MATR3|8	7.20940274103649	9.237970371038
contig111379|RAB32|11	8.24233189393921	8.97556968254855
contig111392|ARHGAP26|3	1.72887346831121	1.92692502112904
contig111400|HNRNPR|6	10.6607408873082	11.2839414384311
contig111409|TBC1D25|12	5.17838705994307	6.214655627396
contig111425|STX12|6	14.5288318717031	16.354342190676
contig111473|MYO18A|3	3.58968813656878	3.91801164722473
contig111506|PCSK9|9	9.03495255317654	10.9862144414084
contig111532|SMG6|6	4.97027671566489	5.5586603193032
contig111553|GABPB1|6	10.5407897269704	11.5901177642822
contig111705|ACTR1B|6	7.82458224059765	9.58833415388273
contig111711|C3orf23|6	4.9417412461654	5.35036816775309
contig111786|POLR2E|6	7.50243366541244	8.59624902767636
contig111813|NUDCD3|6	2.2898538224684	2.88618188112438
contig111815|UBA3|3	7.9788157652112	9.047733237132
contig111898|KIF13A|6	7.5229161938306	7.93176461836418
contig111919|ADAM12|11	10.0491481818557	12.4013027456724
contig112088|ARPC1A|2	11.0798288244209	12.2455471428975
contig112098|TMEM150C|6	2.15525736372727	2.49597427861294
contig112203|SERPINI1|11	8.6696063654734	10.5743251222996
contig112303|MRPL32|11	8.53514064792186	9.85129430781891
contig112519|LSMD1|11	6.96588307915621	7.82093769535182
contig112715|C1orf50|6	17.6664583216762	20.4976573623131
contig112887|CAV2|2	1.91489867958386	2.31284188711714
contig112912|NDUFS3|7	6.88028060330114	7.46365220320419
contig112998|OBFC1|11	6.02855082012917	6.54886174294
contig113004|TLL1|8	34.7502704914238	37.8839136880142
contig113018|C5orf63|6	5.2275106810553	6.22839636725107
contig113089|DQX1|6	2.09006486787919	2.57298927271876
contig113280|CDK12|11	3.7506858864137	4.79343780219909
contig113311|AGRN|6	1.68314667329455	2.07237101451698
contig113316|TNFAIP1|6	5.31899538158351	6.23557547467237
contig113339|ASAP1|3	7.2600019635935	7.56839150934818
contig113352|SH3BP2|8	3.30492594621788	3.91218212559691
contig113394|PNISR|11	8.97547205103008	10.0981235200538
contig113401|FANCI|8	3.72200054874749	4.24011693214329
contig113414|USP31|6	5.21766623269018	6.15698904430818
contig113421|NFATC1|6	3.47975410268201	4.24169789798309
contig113434|WDR61|11	2.44139060209926	2.81634394019036
contig113462|GRINA|6	1.03505613884267	1.11356520231438
contig113492|FAM160B1|11	2.21668142079742	2.61768425775636
contig113511|ETS2|8	5.89617626999561	6.07819348109945
contig113548|PACS2|6	3.75047517304935	3.83349025717582
contig113570|ABCC5|7	11.6518800339856	13.6632171857127
contig113576|GSPT1|6	10.4408820931149	11.7870642652496
contig113652|MBIP|11	3.48130746319424	4.45718094649406
contig113668|MORC2|7	2.54714726668037	3.10607935106925
contig113681|CBS|4	3.41405359621229	3.68557002132787
contig113701|SLC36A4|8	4.0855515257939	4.58895975823391
contig113738|SHC1|11	7.35275231979845	10.3091696500794
contig113757|ODC1|6	6.8883967865798	7.24807902594509
contig113793|EVL|8	3.21558292492859	3.34587283379096
contig113819|PRRC2C|8	4.3189694977071	5.09922117615291
contig113829|CDC7|11	6.33870389585123	7.36110565911146
contig113833|TM7SF2|8	4.45792524896793	5.34721257607218
contig113917|KLC1|2	0.997199975764491	1.29165515196875
contig114043|FAM3C|5	7.60744785852553	8.57121445634255
contig114241|DECR2|6	2.28103273474237	2.35440536087475
contig114267|FAM109A|6	4.32365682091201	5.37883321211873
contig114302|ABCG2|6	12.2719417569469	13.921758155952
contig114330|C12orf4|8	11.2774056914069	12.9542474984729
contig114390|MINA|8	12.9266312296516	14.0496955032886
contig114409|TATDN1|11	7.04091965200953	7.71797041950727
contig114438|ST8SIA5|11	37.1308694453703	46.8379867100616
contig114467|ANKIB1|1	5.22960575829213	5.39954231335327
contig114779|GINS3|6	4.74339777218799	5.85091101141782
contig114898|MRPL14|6	9.16725885804386	12.935776367846
contig114981|CHCHD6|8	3.21599404677413	3.60185464485655
contig115128|NMRK1|11	11.3226660008453	13.0793633305092
contig115233|SGPP1|8	12.253034964425	14.2518633228292
contig115438|RTEL1|6	3.66822900083361	4.367663660232
contig117279|TJP1|11	7.71670976607879	8.62839276864946
contig117286|LAMB1|11	5.73794656023568	6.71663150915036
contig117293|CNOT6L|6	7.6740803734106	8.67907320003036
contig117307|WNK1|11	8.20571859479636	10.3730506280284
contig117313|EPN2|11	6.54862530333734	7.85381175163909
contig117322|SLC4A1|8	8.36336199060568	11.3344529125189
contig117335|CAB39L|6	7.8284820936906	8.58612100737691
contig117349|ANKHD1-EIF4EBP3|4	4.67047171025388	5.45108548916854
contig117355|ARHGAP9|8	0.307975564137255	0.342205173779718
contig117368|PRKCA|8	5.96368221892906	6.60192608918127
contig117375|ABCC2|9	12.1057459467723	13.9049014869391
contig117396|HLTF|8	13.2902801140602	14.3678189417036
contig117411|ARID2|3	13.0838997244804	14.6552293935991
contig117429|PHF3|11	12.6314001991407	15.4349254589258
contig117450|ATP6V1H|8	18.2183812716916	21.8300199607664
contig117484|PPP1CB|11	14.7474662211467	17.5855034439924
contig117495|PDXK|8	2.38023829284359	3.11806770803182
contig117508|DDX18|11	6.99857583077746	7.87386247224091
contig117525|UVRAG|7	11.7853939901375	14.5207822192093
contig117544|LMBRD2|6	13.8629982866411	16.2138035058258
contig117564|CACHD1|3	3.00340233880716	3.33052716132848
contig117571|E6C2|OPA	21.8619447791627	30.7671826541169
contig117589|RAVER2|11	19.4040240594027	24.9045635121627
contig117635|TECTB|8	7.43747610689435	8.66549695245255
contig117691|XRRA1|11	2.42152634757739	2.52241593162227
contig117726|RHAG|7	3.05849828872246	3.20749107882412
contig117782|PSMD14|8	11.9628549407762	14.3912107227371
contig117795|PSME4|8	10.82851253386	13.4119429480093
contig117832|NAF1|11	7.99028915551744	13.2169799554267
contig117858|ABLIM2|6	6.83616014851739	8.11950228181527
contig117873|FARS2|8	8.51877851670349	12.3897461060258
contig117914|SLBP|11	2.04002586796207	2.44478603191126
contig117935|NYNRIN|12	10.6683130603314	14.1872562405271
contig117956|TOR4A|8	6.89331864338659	8.32344436427517
contig118040|AES|6	1.48391993723965	1.74709668734298
contig118076|CDKAL1|1	6.1470235015426	6.35836221136364
contig118146|CWF19L1|6	5.55399514604674	6.43528325321746
contig118160|ATG4C|3	12.5378846571947	15.2949862148871
contig118222|SCGN|11	9.25148483952545	10.3203781899444
contig118229|CAMTA2|11	4.16876607487708	4.36936325749091
contig118269|POLG2|11	11.0199523171235	13.5183731561927
contig118274|AIFM1|8	5.32170980561818	5.50396803352651
contig118286|NOC2L|8	2.53353577150249	2.61724413064818
contig118516|FGF13|6	10.737306357675	13.3707189892949
contig118609|SELS|11	26.0397155671838	31.8134658547496
contig118642|C6orf70|8	8.56505797317592	11.4117379500575
contig118810|XPNPEP1|6	14.0498276518639	17.2932437139871
contig118831|MRPL13|6	4.15877827291082	4.99513237510464
contig118943|CD247|6	6.85445915990142	9.44665850586509
contig119267|DDX42|6	6.90277285671917	8.21095358159527
contig119734|TPI1|3	3.44433495531547	4.37722477153254
contig119867|C11orf67|11	7.66420125161238	9.58549805836636
contig119883|CDO1|11	4.24196145413229	4.74730384519502
contig120620|NUDT7|11	11.7063570838346	13.8333121097922
contig120644|PFDN2|3	6.05809909573348	6.25696890463146
contig120917|NDUFA6|8	6.56836504558382	8.18670150562
contig121157|EEF1B2|7	6.44747503793324	7.44677988201085
contig121771|USMG5|11	14.0850601121774	15.4556427118942
contig122272|CPD|9	6.86053589364047	7.84736802527241
contig122275|FKBP10|8	1.46523386432485	1.80388205231619
contig122293|EDEM3|6	3.93529081602517	4.91070069051473
contig122300|VAT1|8	11.620679941872	12.9060968692205
contig122341|APC|11	10.5076590888627	11.6479763539375
contig122345|MLEC|6	5.96256526819342	7.21162572560164
contig122360|MKL1|9	3.62263592115064	4.86370455930225
contig122366|FAM102B|6	8.99618418000888	10.45443831785
contig122380|MTMR9|6	5.96639148805486	6.64480335999491
contig122412|ZNF259|11	5.1559409564739	6.77195956737073
contig122418|DNAJC5|6	4.98587001872036	6.14957150272458
contig122436|COL5A2|11	7.5455682287466	9.41662923559145
contig122443|MEPCE|11	2.13618884650378	2.39191427112782
contig122452|DGCR8|6	11.1213478790242	12.5881475284307
contig122468|BROX|2	4.01564726494238	5.89776104604127
contig122492|PC|6	7.039165954607	8.41677506193364
contig122515|NOL8|11	8.2768658519362	9.330457466838
contig122534|COL28A1|11	2.21398544220032	2.28351239881109
contig122541|CLCA2|11	4.77208089834376	5.12479059602927
contig122550|VPS13A|8	4.31803686850092	4.56593459218673
contig122558|SULF2|6	1.6374620983689	2.13032630712934
contig122564|PRRC2B|11	11.2993690018336	13.539888819946
contig122570|CLEC2D|11	5.46275533687066	6.12204371701455
